species,phenotype_name,description,n_samples_total,n_samples_valid,n_markers,missing_rate,pheno_mean,pheno_std,pheno_min,pheno_max,pheno_median,pheno_skewness,pheno_kurtosis,geno_mean,geno_std,geno_missing_rate,geno_maf,geno_dtype,pheno_dtype,is_pheno_binary
Loblolly_Pine,rootnum,Rootnum,926,925,4853,0.0010799136069113,0.3209913075071587,0.9594922521638204,-2.4218109050568,4.36823668234014,0.269599987811606,0.5875366738893131,0.5625089679525495,1.2895383741458335,2.1110088941860483,0.0,-0.5262006783210162,int64,float64,False
Loblolly_Pine,rootnumbin,Rootnum_bin,926,925,4853,0.0010799136069113,0.1072114023306804,0.2579834124903977,-0.779319611068972,0.602493958037316,0.138508158453734,-0.5981642884109865,-0.1345050613728897,1.2895383741458335,2.1110088941860483,0.0,-0.5262006783210162,int64,float64,False
Loblolly_Pine,c5c6,C5C6,926,910,4853,0.0172786177105831,-0.0494731684133411,2.647724717777374,-8.1024210125338,9.0572538456259,-0.1473932634126885,0.0721923275814921,0.3950929538455354,1.2878869533516144,2.114770674540092,0.0,-0.5250068497338228,int64,float64,False
Loblolly_Pine,density,Density,926,910,4853,0.0172786177105831,0.0525497886651426,2.496168488513629,-10.2872459453806,17.6096374866196,-0.0008609000046835,0.0638941186924712,4.026472504107704,1.2878869533516144,2.114770674540092,0.0,-0.5250068497338228,int64,float64,False
Loblolly_Pine,lateWood%4,Late Wood %4,926,910,4853,0.0172786177105831,0.089844143209901,1.5697861846830483,-4.54386347156537,4.87761511844226,0.1212878864235175,-0.0738160548356242,-0.2069238623785345,1.2878869533516144,2.114770674540092,0.0,-0.5250068497338228,int64,float64,False
Loblolly_Pine,lignin,Lignin,926,910,4853,0.0172786177105831,0.0499685235037921,1.1993427623883752,-3.64392429932463,4.07335502202428,0.0285714742172609,0.2387790184765964,0.4042195416160425,1.2878869533516144,2.114770674540092,0.0,-0.5250068497338228,int64,float64,False
Loblolly_Pine,stiffnessTree,Stiffness Tree,926,910,4853,0.0172786177105831,0.0952869432070563,1.22422488955176,-3.24449991559413,6.08202291472288,0.0097487311121732,0.6871982502942733,1.3214202047972297,1.2878869533516144,2.114770674540092,0.0,-0.5250068497338228,int64,float64,False
Maize,DTT,Days to tasseling ,1458,1456,75304,0.0013717421124828,67.94445933033894,2.863576718095361,58.4742617115218,81.2151614534472,68.022632876254,0.0221782760963921,0.4893158642203961,1.298211679063792,0.9442582794961094,0.0,-0.2982116790637918,int64,float64,False
Maize,PH,Plant Height,1458,1457,75304,0.0006858710562414,209.73645163062272,20.801001484970037,139.122161630262,283.249139487361,210.093570062868,-0.061091569724972,0.1165310100894143,1.2982265851757608,0.9442542299217432,0.0,-0.2982265851757609,int64,float64,False
Maize,EW,Ear Weight,1458,1454,75304,0.0027434842249657,91.943615508925,17.256640318641526,40.9399066717198,163.25232439999,91.3473260392807,0.3728795474251196,0.4985216373366117,1.2982213881238611,0.9442551418935292,0.0,-0.298221388123861,int64,float64,False
Millet,TSLL,Second Leaf Length,827,827,20967,0.0,43.09833131801693,7.5333401557556305,22.1,69.7,42.9,0.2976789180684679,0.4825661282090099,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,TSLW,Second Leaf Width,827,827,20967,0.0,2.671813784764208,0.3384370494261063,1.57,4.07,2.67,-0.1059838888271862,0.3665116970179851,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,MSH,Main Stem Height,827,827,20967,0.0,104.91058041112456,14.467151664827144,58.87,159.97,104.63,0.2593242503558464,0.5535066657938672,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,MSW,Main Stem Diameter,827,827,20967,0.0,4.091293833131802,2.042168547593905,0.2,8.5,4.58,-0.6832809038332199,-0.464305909772877,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,MSPL,Main Stem Panicle Length,827,827,20967,0.0,23.64,5.259121080034372,8.4,48.27,23.1,0.5309691480869053,0.8067446076282994,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,MSPD,Main Stem Panicle Diameter,827,827,20967,0.0,19.70390568319226,10.025071502345416,1.33,52.93,21.9,-0.5828900928316266,-0.3585163626633494,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,FNL,Flag Neck Length,827,827,20967,0.0,33.28210399032648,6.6856265122284455,18.73,129.1,32.47,3.865195922653767,49.69268482041524,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,MSPW,Main Stem Panicle Weight,827,827,20967,0.0,14.603119709794436,5.976336301434693,2.99,42.31,14.09,0.6320656640859332,0.5184478600016358,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,PGW,Per-Plant Grain Weight,827,827,20967,0.0,11.887037484885129,5.127134214169391,1.22,36.07,11.4,0.6538737521521178,0.5593726566887334,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,HKW,Hundred-Kernel Weight,827,827,20967,0.0,0.3245707376058041,0.5965541139721002,0.07,13.23,0.29,20.233455855242976,411.8296029888052,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,MSSN,Main Stem Spikelet Number,827,827,20967,0.0,83.62597339782347,17.271926684078622,24.67,165.0,82.0,0.5750668195817984,1.583958723753331,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Millet,SGN,Grain Number per Spike,827,827,20967,0.0,84.48979443772672,30.66468845192714,17.0,207.67,83.67,0.3104518676341486,0.0061027445867152,1.6410299446201762,0.746028591205223,0.0,-0.6410299446201778,float64,float64,False
Mouse,weight,Body Weight,1762,1741,10168,0.0119182746878546,20.275990809879374,3.396610840459032,11.9,30.2,19.8,0.3453370309531395,-0.312187520825685,1.4858640209218028,0.6562349431709774,0.0,-0.4858640209218048,float64,float64,False
Mouse,Anx,Anxiety-like Behavior,1762,1753,10168,0.0051078320090806,-0.0064773497695379,0.4999967963115944,-1.490664311,1.902174424,-0.043637362,0.3215773916312437,0.2359964004626693,1.485855606416872,0.6562977978850794,0.0,-0.4858556064168742,float64,float64,False
Mouse,Obesity.BMI,Body Mass Index,1762,1703,10168,0.0334846765039728,-0.4569399955067527,0.0604271329940142,-0.625842101,-0.270916159,-0.459478649,0.194700337969974,-0.1566367411886808,1.4856318719268455,0.6563152393852005,0.0,-0.4856318719268492,float64,float64,False
Pig,age,Age at 100 kg body weight,4157,4157,32501,0.0,159.24032042338226,15.430498018834664,124.36,213.759,156.721,0.6824041828648176,0.1395008766092504,1.4044134746076948,0.672907202027385,0.0,-0.4044134746076945,float64,float64,False
Pig,bf,Backfat Thickness at 100 kg body weight,4157,4157,32501,0.0,12.758946288188598,3.501631039664871,3.11652,29.6779,12.6505,0.4147713080986456,0.3032397414432606,1.4044134746076948,0.672907202027385,0.0,-0.4044134746076945,float64,float64,False
Rapeseed,FloweringTime,Flowering Time,926,926,9944,0.0,176.66522678185746,10.495819403389618,125.0,206.0,181.0,-1.5600768322028915,4.021275102175888,1.3785912883204272,0.505529512853661,0.0,-0.3785912883204259,float64,float64,False
Rice,GL_BLUP,Grain Length,705,688,1785,0.024113475177305,7.985003824618641,1.1189665938590834,6.24174907459152,10.6732052642203,7.60753237565005,0.4013369825123697,-1.2192326046983355,1.478714578854798,0.5723161918266504,0.0,-0.4787145788547978,float64,float64,False
Rice,GW_BLUP,Grain Weight,705,688,1785,0.024113475177305,2.928342148995414,0.3397808721702839,2.08983608262071,3.81432580415955,2.995430283048935,-0.2846143040514041,-0.9500851340750428,1.478714578854798,0.5723161918266504,0.0,-0.4787145788547978,float64,float64,False
Rice,TGW_BLUP,Thousand-Grain Weight,705,688,1785,0.024113475177305,25.213257349902385,2.785148873943412,16.1099593356998,34.8051779966119,24.9339242817322,0.509686695935039,0.7231072507434968,1.478714578854798,0.5723161918266504,0.0,-0.4787145788547978,float64,float64,False
Rice,HD_BLUP,Heading Date,705,704,1785,0.001418439716312,93.35025323621824,10.083468636502044,64.2045698990883,111.74266844014,95.6077097384998,-1.069970482721492,0.6861871780098872,1.4781757703081233,0.5726853483311418,0.0,-0.4781757703081232,float64,float64,False
Rice,PH_BLUP,Plant Height,705,704,1785,0.001418439716312,90.4228767151757,11.032168130547644,63.912219260655,134.371577183318,88.7419759958564,0.5176365193069276,0.4275600958705747,1.4781757703081233,0.5726853483311418,0.0,-0.4781757703081232,float64,float64,False
Rice,PPNP_BLUP,Panicle Number per Plant,705,704,1785,0.001418439716312,8.058823565539198,1.1470941344544867,4.74022238518287,12.8282822231948,7.96343435033119,0.533650781092253,0.6466901612633693,1.4781757703081233,0.5726853483311418,0.0,-0.4781757703081232,float64,float64,False
Rice,GYP_BLUP,Grain Yield per Plant,705,693,1785,0.0170212765957447,25.27555105231269,2.727189332056059,18.2051954692948,40.8947973343073,25.2821226558564,0.4091913182572385,2.383808576629752,1.4791181118912209,0.5720802242681213,0.0,-0.4791181118912211,float64,float64,False
Soybean,BBD_BLUP,,2795,1470,51442,0.4740608228980322,60.80481231037003,12.273275375911874,38.3317255330377,115.231713435405,60.7908943995333,0.7183869591380913,1.068464965642291,1.369959444451938,1.033549575079855,0.0,-0.3699594444519381,float64,float64,False
Soybean,PLH_BLUP,,2795,1469,51442,0.4744186046511628,77.46776022609107,22.865327487269923,23.8868580430389,159.848751639216,74.7588754286309,0.4874552809263043,-0.1209546499834575,1.370336288373201,1.0332684149355984,0.0,-0.3703362883732011,float64,float64,False
Soybean,VBN_BLUP,,2795,1465,51442,0.4758497316636851,3.026165417295166,1.147214330993396,0.335226262328215,7.11028056573936,3.13645181968115,-0.0325939657492877,-0.2555419812582626,1.370232474944777,1.0335187560292656,0.0,-0.3702324749447769,float64,float64,False
Wheat,blups,Best Linear Unbiased Predictors (BLUPs),10375,10375,17113,0.0,1.7672687409872028e-11,335.6625066230886,-1664.93732724362,1324.03680342391,15.4230800021724,-0.3476094901718152,0.5575546939423677,-0.0017656798145667,0.978928935182439,0.0,-0.1798451747304007,float64,float64,False
Wheat,deregressed.blups,Deregressed BLUPs,10375,10375,17113,0.0,0.2095580032993029,533.2788821787011,-2512.5589163182,2073.73222576586,24.8073905733764,-0.3454403405686216,0.5390008976455665,-0.0017656798145667,0.978928935182439,0.0,-0.1798451747304007,float64,float64,False
Wheat,Adj.Grain.Yield,Adjusted Grain Yield,10375,10375,17113,0.0,5143.885236523302,533.2788821787011,2631.11676220181,7217.40790428587,5168.48306909338,-0.3454403405686213,0.5390008976455665,-0.0017656798145667,0.978928935182439,0.0,-0.1798451747304007,float64,float64,False
Yeast,Cobalt_Chloride,Growth Response under Cobalt Chloride,1008,1007,11623,0.0009920634920634,-0.0212204441387971,2.807425394947186,-6.18491301619417,8.46743645504335,-0.37731077863728,0.4598307735158277,-0.3797045716955698,0.5025867708625871,0.499993308571729,0.0,0.4869013353227913,int64,float64,False
Yeast,Magnesium_Sulfate,Growth Response under Magnesium Sulfate,1008,1006,11623,0.0019841269841269,-0.0251737203257984,2.34031109177771,-6.65132737926742,11.9915783652146,-0.984179201217384,1.9128918124565628,4.308698904934173,0.502560050520246,0.49999344609838,0.0,0.486952072303339,int64,float64,False
Yeast,Tunicamycin,Growth Response under Tunicamycin,1008,1006,11623,0.0019841269841269,0.2043903015119956,4.643914240505825,-10.5352961778339,11.8698525285731,0.148801346034626,0.1514787475686938,-0.8187042099630077,0.5026623362295469,0.4999929119155601,0.0,0.486872535756809,int64,float64,False
